!SIL	SIL
系列	h^II M6j^MF;6 l^MI iM^MM;6 t^FF
系数	h^II M6j^MF;6 s^MI ow^FF;3
系紧	h^II M6j^MF;6 g^MI M6^MM;2 n^FF
系统	h^II M6j^MF;6 t^MI uM^MM;2 N^FF
素	s^II ow^FF;3
素描	s^II ow^MF;3 m^MI iw^FF;4
素色	s^II ow^MF;3 s^MI iM^MM;1 k^FF
索偿	s^II OM^MM;3 k^MF s^MI M9M^MM;4 N^FF
索取	s^II OM^MM;3 k^MF ts^MI M9y^FF;2
紧	g^II M6^MM;2 n^FF
紧张	g^II M6^MM;2 n^MF dz^MI M9M^MM;1 N^FF
紧急	g^II M6^MM;2 n^MF g^MI M6^MM;1 p^FF
紫外	dz^II iM^MF;2 N^MI OMj^FF;6
紫外光	dz^II iM^MF;2 N^MI OMj^MF;6 gw^MI OM^MM;1 N^FF
累积	l^II M9y^MF;6 dz^MI iM^MM;1 k^FF
累累	l^II M9y^MF;4 l^MI M9y^FF;4
累累的	l^II M9y^MF;4 l^MI M9y^MF;4 d^MI iM^MM;1 k^FF
繁殖	f^II aM^MM;4 n^MF dz^MI iM^MM;6 k^FF
繁荣	f^II aM^MM;4 n^MF w^MI iM^MM;4 N^FF
繁荣昌盛	f^II aM^MM;4 n^MF w^MI iM^MM;4 N^MF ts^MI M9M^MM;1 N^MF s^MI iM^MM;6 N^FF
纠纷	d^II M6w^MF;2 f^MI M6^MM;1 n^FF
红	h^II uM^MM;4 N^FF
红叶	h^II uM^MM;4 N^MF j^MI iM^MM;6 p^FF
红场	h^II uM^MM;4 N^MF ts^MI M9M^MM;4 N^FF
红油	h^II uM^MM;4 N^MF j^MI M6w^FF;2
红牌	h^II uM^MM;4 N^MF p^MI aMj^FF;2
红筹	h^II uM^MM;4 N^MF ts^MI M6w^FF;4
红筹股	h^II uM^MM;4 N^MF ts^MI M6w^MF;4 g^MI uM^FF;2
红线	h^II uM^MM;4 N^MF s^MI iM^MM;3 n^FF
红线女	h^II uM^MM;4 N^MF s^MI iM^MM;3 n^MF l^MI M9y^FF;2
红绿	h^II uM^MM;4 N^MF l^MI uM^MM;6 k^FF
红绿灯	h^II uM^MM;4 N^MF l^MI uM^MM;6 k^MF d^MI M6^MM;1 N^FF
红色	h^II uM^MM;4 N^MF s^MI iM^MM;1 k^FF
红血	h^II uM^MM;4 N^MF h^MI yM^MM;3 t^FF
红血球	h^II uM^MM;4 N^MF h^MI yM^MM;3 t^MF k^MI M6w^FF;4
红酒	h^II uM^MM;4 N^MF dz^MI M6w^FF;2
红鸡	h^II uM^MM;4 N^MF g^MI M6j^FF;1
纤维	ts^II iM^MM;1 m^MF w^MI M6j^FF;4
纤维化	ts^II iM^MM;1 m^MF w^MI M6j^MF;4 f^MI aM^FF;3
约	j^II M9M^MM;3 k^FF
约会	j^II M9M^MM;3 k^MF w^MI uMj^FF;6
约晤	j^II M9M^MM;3 k^MF m^FI;6
级	k^II M6^MM;1 p^FF
级别	k^II M6^MM;1 p^MF b^MI iM^MM;6 t^FF
纪录	g^II ej^MF;2 l^MI uM^MM;6 k^FF
纪录片	g^II ej^MF;2 l^MI uM^MM;6 k^MF p^MI iM^MM;2 n^FF
纪念	g^II ej^MF;2 l^MI iM^MM;6 m^FF
纪念卡	g^II ej^MF;2 l^MI iM^MM;6 m^MF k^MI aM^MM;1 t^FF
纪念品	g^II ej^MF;3 l^MI iM^MM;6 m^MF b^MI M6^MM;2 n^FF
纪念活动	g^II ej^MF;2 l^MI iM^MM;6 m^MF w^MI uM^MM;6 t^MF d^MI uM^MM;6 N^FF
纬	w^II M6j^FF;5
纯利	s^II M9M^MM;4 n^MF l^MI ej^FF;6
纯度	s^II M9M^MM;4 n^MF d^MI ow^FF;6
纯粹	s^II M9M^MM;4 n^MF s^MI M9y^FF;5
纲要	g^II OM^MM;1 N^MF j^MI iw^FF;3
纳入	l^II aM^MM;6 p^MF j^MI M6^MM;6 p^FF
纳新	l^II aM^MM;6 p^MF s^MI M6^MM;1 n^FF
纵使	dz^II uM^MM;3 N^MF s^MI iM^FF;2
纵横	dz^II uM^MM;1 N^MF w^MI aM^MM;4 N^FF
纵横交错	dz^II uM^MM;1 N^MF w^MI aM^MM;4 N^MF g^MI aMw^MF;1 ts^MI OM^FF;3
纵火	dz^II uM^MM;3 N^MF f^MI OM^FF;2
纵火案	dz^II uM^MM;3 N^MF f^MI OM^MF;2 N^MI OM^MM;3 N^FF
纷争	f^II M6^MM;1 n^MF dz^MI M6^MM;1 N^FF
纷纷	f^II M6^MM;1 n^MF f^MI M6^MM;1 n^FF
纸条	dz^II iM^MF;2 t^MI iw^FF;4
纸箱	dz^II iM^MF;2 s^MI M9M^MM;1 N^FF
纺织	f^II OM^MM;2 N^MF dz^MI iM^MM;1 k^FF
纽	n^II M6w^FF;2
纽约	l^II M6w^MF;2 j^MI M9M^MM;3 k^FF
纽约市	l^II M6w^MF;2 j^MI M9M^MM;3 k^MF s^MI iM^FF;5
纽约时报	n^II M6w^MF;2 j^MI M9M^MM;3 k^MF s^MI iM^MF;4 b^MI ow^FF;3
纽西兰	l^II M6w^MF;2 s^MI M6j^MF;1 l^MI aM^MM;4 n^FF
纾	s^II yM^FF;1
纾解	s^II yM^MF;1 g^MI aMj^FF;2
线索	s^II iM^MM;3 n^MF s^MI OM^MM;3 k^FF
练习	l^II iM^MM;6 n^MF dz^MI aM^MM;6 p^FF
组	dz^II ow^FF;2
组别	dz^II ow^MF;2 b^MI iM^MM;6 t^FF
组合	dz^II ow^MF;2 h^MI M6^MM;6 p^FF
组员	dz^II ow^MF;2 j^MI yM^MM;4 n^FF
组成	dz^II ow^MF;2 s^MI iM^MM;4 N^FF
组接	dz^II ow^MF;2 dz^MI iM^MM;3 p^FF
组织	dz^II ow^MF;2 dz^MI iM^MM;1 k^FF
组长	dz^II ow^MF;2 dz^MI M9M^MM;2 N^FF
细	s^II M6j^FF;3
细则	s^II M6j^MF;3 dz^MI M6^MM;1 k^FF
细琢	s^II M6j^MF;3 d^MI M9M^MM;3 k^FF
织女	dz^II iM^MM;1 k^MF n^MI M9y^FF;5
终	dz^II uM^MM;1 N^FF
终于	dz^II uM^MM;1 N^MF j^MI yM^FF;1
终会	dz^II uM^MM;1 N^MF w^MI uMj^FF;3
终告	dz^II uM^MM;1 N^MF g^MI ow^FF;3
终成	dz^II uM^MM;1 N^MF s^MI iM^MM;4 N^FF
终是	dz^II uM^MM;1 N^MF s^MI iM^FF;6
终有	dz^II uM^MM;1 N^MF j^MI M6w^FF;5
终止	dz^II uM^MM;1 N^MF dz^MI iM^FF;2
终点	dz^II uM^MM;1 N^MF d^MI iM^MM;2 m^FF
终能	dz^II uM^MM;1 N^MF l^MI M6^MM;4 N^FF
终裁	dz^II uM^MM;1 N^MF ts^MI OMj^FF;4
绊脚	b^II uM^MM;6 n^MF g^MI M9M^MM;3 k^FF
绊脚石	b^II uM^MM;6 n^MF g^MI M9M^MM;3 k^MF s^MI EM^MM;6 k^FF
经	g^II iM^MM;1 N^FF
经历	g^II iM^MM;1 N^MF l^MI iM^MM;6 k^FF
经常	g^II iM^MM;1 N^MF s^MI M9M^MM;4 N^FF
经常性	g^II iM^MM;1 N^MF s^MI M9M^MM;4 N^MF s^MI iM^MM;3 N^FF
经济	g^II iM^MM;1 N^MF dz^MI M6j^FF;3
经济社会	g^II iM^MM;1 N^MF dz^MI M6j^MF;3 s^MI EM^MF;5 w^MI uMj^FF;2
经理	g^II iM^MM;1 N^MF l^MI ej^FF;5
经纪	g^II iM^MM;1 N^MF g^MI ej^FF;2
经营	g^II iM^MM;1 N^MF j^MI iM^MM;4 N^FF
经营权	g^II iM^MM;1 N^MF j^MI iM^MM;4 N^MF k^MI yM^MM;4 n^FF
经营额	g^II iM^MM;1 N^MF j^MI iM^MM;4 N^MF aM^MI;2 k^FF
经贸	g^II iM^MM;1 N^MF m^MI M6w^FF;6
经费	g^II iM^MM;1 N^MF f^MI M6j^FF;3
经过	g^II iM^MM;1 N^MF gw^MI OM^FF;3
经部	g^II iM^MM;1 N^MF b^MI ow^FF;6
经验	g^II iM^MM;1 N^MF j^MI iM^MM;6 m^FF
绑匪	b^II OM^MM;2 N^MF f^MI ej^FF;2
绑票	b^II OM^MM;2 N^MF p^MI iw^FF;3
结	g^II iM^MM;3 t^FF
结合	g^II iM^MM;3 t^MF h^MI M6^MM;6 p^FF
结婚	g^II iM^MM;3 t^MF f^MI M6^MM;1 n^FF
结存	g^II iM^MM;3 t^MF ts^MI yM^MM;4 n^FF
结成	g^II iM^MM;3 t^MF s^MI iM^MM;4 N^FF
结束	g^II iM^MM;3 t^MF ts^MI uM^MM;1 k^FF
结构	g^II iM^MM;3 t^MF k^MI M6w^FF;3
结果	g^II iM^MM;3 t^MF gw^MI OM^FF;2
结果表明	g^II iM^MM;3 t^MF gw^MI OM^MF;2 b^MI iw^MF;2 m^MI iM^MM;4 N^FF
结案	g^II iM^MM;3 t^MF N^MI OM^MM;3 n^FF
结算	g^II iM^MM;3 t^MF s^MI yM^MM;3 n^FF
结论	g^II iM^MM;3 t^MF l^MI M9M^MM;6 n^FF
绘画	k^II uMj^MF;2 w^MI aM^FF;2
给	k^II M6^MM;1 p^FF
给与	k^II M6^MM;1 p^MF j^MI yM^FF;5
给予	k^II M6^MM;1 p^MF j^MI yM^FF;5
绝	dz^II yM^MM;6 t^FF
绝不	dz^II yM^MM;6 t^MF b^MI M6^MM;1 t^FF
绝不能	dz^II yM^MM;3 t^MF b^MI M6^MM;1 t^MF l^MI M6^MM;4 N^FF
绝对	dz^II yM^MM;6 t^MF d^MI M9y^FF;3
绝无	dz^II yM^MM;6 t^MF m^MI ow^FF;4
绝望	dz^II yM^MM;6 t^MF m^MI OM^MM;6 N^FF
绝种	dz^II yM^MM;6 t^MF dz^MI uM^MM;2 N^FF
绝非	dz^II yM^MM;6 t^MF f^MI ej^FF;1
统一	t^II uM^MM;2 N^MF j^MI M6^MM;1 t^FF
统和	t^II uM^MM;2 N^MF w^MI OM^FF;4
统筹	t^II uM^MM;2 N^MF ts^MI M6w^FF;4
统领	t^II uM^MM;2 N^MF l^MI iM^MM;5 N^FF
继	g^II M6j^FF;3
继续	g^II M6j^MF;3 dz^MI uM^MM;6 k^FF
续	dz^II uM^MM;6 k^FF
续集	dz^II uM^MM;6 k^MF dz^MI aM^MM;6 p^FF
绯闻	f^II ej^MF;1 m^MI M6^MM;4 n^FF
绰	ts^II M9M^MM;3 k^FF
绳子	s^II iM^MM;2 N^MF dz^MI iM^FF;2
绳索	s^II iM^MM;4 N^MF s^MI OM^MM;3 k^FF
绳网	s^II iM^MM;4 N^MF m^MI OM^MM;5 N^FF
维	w^II M6j^FF;4
维亚	w^II M6j^MF;4 aM^FI;3
维他命	w^II M6j^MF;4 t^MI aM^MF;1 m^MI iM^MM;6 N^FF
维修	w^II M6j^MF;4 s^MI M6w^FF;1
维修费	w^II M6j^MF;4 s^MI M6w^MF;1 f^MI M6j^FF;3
维护	w^II M6j^MF;4 w^MI uM^FF;6
维持	w^II M6j^MF;4 ts^MI iM^FF;4
维持原判	w^II M6j^MF;4 ts^MI iM^MF;4 j^MI yM^MM;4 n^MF p^MI uM^MM;3 n^FF
维持秩序	w^II M6j^MF;4 ts^MI iM^MF;4 d^MI iM^MM;6 t^MF dz^MI M9y^FF;6
维系	w^II M6j^MF;4 h^MI M6j^FF;6
绵	m^II iM^MM;4 n^FF
综	dz^II uM^MM;1 N^FF
综合	dz^II uM^MM;1 N^MF h^MI M6^MM;6 p^FF
绿	l^II uM^MM;6 k^FF
绿化	l^II uM^MM;6 k^MF f^MI aM^FF;3
绿树	l^II uM^MM;6 k^MF s^MI yM^FF;6
绿树丛	l^II uM^MM;6 k^MF s^MI yM^MF;6 ts^MI uM^MM;4 N^FF
绿灯	l^II uM^MM;6 k^MF d^MI M6^MM;1 N^FF
绿色	l^II uM^MM;6 k^MF s^MI iM^MM;1 k^FF
缉	ts^II M6^MM;1 p^FF
缉捕	ts^II M6^MM;1 p^MF b^MI ow^FF;6
缓	w^II uM^MM;6 n^FF
缓和	w^II uM^MM;6 n^MF w^MI OM^FF;4
缓慢	w^II uM^MM;4 n^MF m^MI aM^MM;6 n^FF
编写	p^II iM^MM;1 n^MF s^MI EM^FF;2
编制	p^II iM^MM;1 n^MF dz^MI M6j^FF;3
编剧	p^II iM^MM;1 n^MF k^MI EM^MM;6 k^FF
编辑	p^II iM^MM;1 n^MF ts^MI M6^MM;1 p^FF
编辑部	p^II iM^MM;1 n^MF ts^MI M6^MM;1 p^MF b^MI ow^FF;6
编配	p^II iM^MM;1 n^MF p^MI uMj^FF;3
编队	p^II iM^MM;1 n^MF d^MI M9y^FF;6
缘故	j^II yM^MM;4 n^MF g^MI uM^FF;3
缩减	s^II uM^MM;1 k^MF g^MI aM^MM;2 m^FF
缩短	s^II uM^MM;1 k^MF d^MI yM^MM;2 n^FF
缴交	g^II iw^MF;2 g^MI aMw^FF;1
缴获	g^II iw^MF;2 w^MI OM^MM;6 k^FF
缺乏	k^II yM^MM;3 t^MF f^MI M6^MM;6 t^FF
缺人	k^II yM^MM;3 t^MF j^MI M6^MM;4 n^FF
缺口	k^II yM^MM;3 t^MF h^MI M6w^FF;2
缺席	k^II yM^MM;3 t^MF dz^MI iM^MM;6 k^FF
缺水	k^II yM^MM;3 t^MF s^MI M9y^FF;2
缺点	k^II yM^MM;3 t^MF d^MI iM^MM;2 m^FF
缺铁性	k^II yM^MM;3 t^MF t^MI iM^MM;3 t^MF s^MI iM^MM;3 N^FF
网	m^II OM^MM;5 N^FF
网球	m^II OM^MM;5 N^MF k^MI M6w^FF;4
网球场	m^II OM^MM;5 N^MF k^MI M6w^MF;4 ts^MI M9M^MM;4 N^FF
网球鞋	m^II OM^MM;5 N^MF k^MI M6w^MF;4 h^MI aMj^FF;4
网络	m^II OM^MM;5 N^MF l^MI OM^MM;6 k^FF
网络服务	m^II OM^MM;5 N^MF l^MI OM^MM;6 k^MF f^MI uM^MM;6 k^MF m^MI ow^FF;6
网络覆盖	m^II OM^MM;5 N^MF l^MI OM^MM;6 k^MF f^MI uM^MM;1 k^MF k^MI OMj^FF;3
网页	m^II OM^MM;5 N^MF j^MI iM^MM;6 p^FF
网页内容	m^II OM^MM;5 N^MF j^MI iM^MM;6 p^MF n^MI OMj^MF;6 j^MI uM^MM;4 N^FF
罗	l^II OM^FF;4
罗宋汤	l^II OM^MF;4 s^MI uM^MM;3 N^MF t^MI OM^MM;1 N^FF
罗斯	l^II OM^MF;4 s^MI iM^FF;1
罗斯国	l^II OM^MF;4 s^MI iM^MF;1 g^MI OM^MM;3 k^FF
罗曼史	l^II OM^MF;4 m^MI aM^MM;6 n^MF s^MI iM^FF;2
罗浮宫	l^II OM^MF;4 f^MI M6w^MF;4 g^MI uM^MM;1 N^FF
罗陀	l^II OM^MF;4 t^MI OM^FF;4
罗马	l^II OM^MF;4 m^MI aM^FF;5
罗马尼	l^II OM^MF;4 m^MI aM^MF;5 l^MI ej^FF;4
罗马尼亚	l^II OM^MF;4 m^MI aM^MF;5 l^MI ej^MF;4 aM^FI;3
罚	f^II M6^MM;6 t^FF
罚作	f^II M6^MM;6 t^MF dz^MI OM^MM;3 k^FF
罚款	f^II M6^MM;6 t^MF f^MI uM^MM;2 n^FF
罚球	f^II M6^MM;6 t^MF k^MI M6w^FF;4
罢工	b^II aM^MF;6 g^MI uM^MM;1 N^FF
罩住	dz^II aMw^MF;3 dz^MI yM^FF;6
罪人	dz^II M9y^MF;6 j^MI M6^MM;4 n^FF
罪名	dz^II M9y^MF;6 m^MI iM^MM;4 N^FF
罪大恶极	dz^II M9y^MF;6 d^MI aMj^MF;6 OM^MI;3 k^MF g^MI iM^MM;6 k^FF
罪案	dz^II M9y^MF;6 N^MI OM^MM;3 n^FF
罪犯	dz^II M9y^MF;6 f^MI aM^MM;2 n^FF
罪行	dz^II M9y^MF;6 h^MI M6^MM;6 N^FF
置	dz^II iM^FF;3
置业	dz^II iM^MF;3 j^MI iM^MM;6 p^FF
置评	dz^II iM^MF;3 p^MI iM^MM;4 N^FF
署	ts^II yM^FF;5
署名	ts^II yM^MF;5 m^MI iM^MM;4 N^FF
署长	ts^II yM^MF;5 dz^MI M9M^MM;2 N^FF
羊头	j^II M9M^MM;4 N^MF t^MI M6w^FF;4
羊皮	j^II M9M^MM;4 N^MF p^MI ej^FF;4
羌	g^II M9M^MM;1 N^FF
美	m^II ej^FF;5
美人计	m^II ej^MF;5 j^MI M6^MM;4 n^MF g^MI M6j^FF;3
美元	m^II ej^MF;5 j^MI yM^MM;4 n^FF
美加	m^II ej^MF;5 g^MI aM^FF;1
美国	m^II ej^MF;5 gw^MI OM^MM;3 k^FF
美国劳工部	m^II ej^MF;5 g^MI OM^MM;3 k^MF l^MI ow^MF;4 g^MI uM^MM;1 N^MF b^MI ow^FF;6
美国国会	m^II ej^MF;5 gw^MI OM^MM;3 k^MF gw^MI OM^MM;3 k^MF w^MI uMj^FF;2
美国国防部	m^II ej^MF;5 g^MI OM^MM;3 k^MF gw^MI OM^MM;3 k^MF f^MI OM^MM;4 N^MF b^MI ow^FF;6
美国大使馆	m^II ej^MF;5 gw^MI OM^MM;3 k^MF d^MI aMj^MF;6 s^MI iM^MF;5 g^MI uM^MM;2 n^FF
美国股市	m^II ej^MF;5 g^MI OM^MM;3 k^MF g^MI uM^MF;2 s^MI iM^FF;5
美国队	m^II ej^MF;5 gw^MI OM^MM;3 k^MF d^MI M9y^FF;2
美容	m^II ej^MF;5 j^MI uM^MM;4 N^FF
美术	m^II ej^MF;5 s^MI M9M^MM;6 t^FF
美梦	m^II ej^MF;5 m^MI uM^MM;6 N^FF
美洲	m^II ej^MF;5 dz^MI M6w^FF;1
美的	m^II ej^MF;5 d^MI iM^MM;1 k^FF
美苏	m^II ej^MF;5 s^MI ow^FF;1
美苏关系	m^II ej^MF;5 s^MI ow^MF;1 gw^MI aM^MM;1 n^MF h^MI M6j^FF;6
美观	m^II ej^MF;5 g^MI uM^MM;1 n^FF
美貌	m^II ej^MF;5 m^MI aMw^FF;6
美酒	m^II ej^MF;5 dz^MI M6w^FF;2
美食	m^II ej^MF;5 s^MI iM^MM;6 k^FF
群	kw^II M6^MM;4 n^FF
群众	kw^II M6^MM;4 n^MF dz^MI uM^MM;3 N^FF
群体	kw^II M6^MM;4 n^MF t^MI M6j^FF;2
群岛	kw^II M6^MM;4 n^MF d^MI ow^FF;2
翁	j^II uM^MM;1 N^FF
翌日	j^II iM^MM;6 k^MF j^MI M6^MM;6 t^FF
翔	ts^II M9M^MM;4 N^FF
翡翠	f^II ej^MF;2 ts^MI M9y^FF;3
翻	f^II aM^MM;1 n^FF
翻倒	f^II aM^MM;1 n^MF d^MI ow^FF;2
翻唱	f^II aM^MM;1 n^MF ts^MI M9M^MM;3 N^FF
翻查	f^II aM^MM;1 n^MF ts^MI aM^FF;4
翻版	f^II aM^MM;1 n^MF b^MI aM^MM;2 n^FF
翻译	f^II aM^MM;1 n^MF j^MI iM^MM;6 k^FF
翼	j^II iM^MM;6 k^FF
翼侧	j^II iM^MM;6 k^MF dz^MI M6^MM;1 k^FF
老	l^II ow^FF;5
老中	l^II ow^MF;5 dz^MI uM^MM;1 N^FF
老中青	l^II ow^MF;5 dz^MI uM^MM;1 N^MF ts^MI iM^MM;1 N^FF
老人	l^II ow^MF;5 j^MI M6^MM;4 n^FF
老人家	l^II ow^MF;5 j^MI M6^MM;4 n^MF g^MI aM^FF;1
老伯	l^II ow^MF;5 b^MI aM^MM;3 k^FF
老伴	l^II ow^MF;5 b^MI uM^MM;6 n^FF
老友	l^II ow^MF;5 j^MI M6w^FF;5
老土	l^II ow^MF;5 t^MI ow^FF;2
老太	l^II ow^MF;5 t^MI aMj^FF;3
老太太	l^II ow^MF;5 t^MI aMj^MF;3 t^MI aMj^FF;2
老婆	l^II ow^MF;5 p^MI OM^FF;4
老婆婆	l^II ow^MF;5 p^MI OM^MF;4 p^MI OM^FF;4
老师	l^II ow^MF;5 s^MI iM^FF;1
老朋友	l^II ow^MF;5 p^MI M6^MM;4 N^MF j^MI M6w^FF;5
老村	l^II ow^MF;5 ts^MI yM^MM;1 n^FF
老板	l^II ow^MF;5 b^MI aM^MM;2 n^FF
老火	l^II ow^MF;5 f^MI OM^FF;2
老牌	l^II ow^MF;5 p^MI aMj^FF;4
老虎	l^II ow^MF;5 f^MI uM^FF;2
老豆	l^II ow^MF;5 d^MI M6w^FF;6
老马	l^II ow^MF;5 m^MI aM^FF;5
老鼠	l^II ow^MF;5 s^MI yM^FF;2
考	h^II aMw^FF;2
考察	h^II aMw^MF;2 ts^MI aM^MM;3 t^FF
考察团	h^II aMw^MF;2 ts^MI aM^MM;3 t^MF t^MI yM^MM;4 n^FF
考生	h^II aMw^MF;2 s^MI M6^MM;1 N^FF
考虑	h^II aMw^MF;2 l^MI M9y^FF;6
考试	h^II aMw^MF;2 s^MI iM^FF;5
考选	h^II aMw^MF;2 s^MI yM^MM;2 n^FF
考验	h^II aMw^MF;2 j^MI iM^MM;6 m^FF
者	dz^II EM^FF;2
而	j^II iM^FF;4
而且	j^II iM^MF;4 ts^MI EM^FF;2
而其	j^II iM^MF;4 k^MI ej^FF;4
而言	j^II iM^MF;4 j^MI iM^MM;4 n^FF
耍	s^II aM^FF;2
耐	l^II OMj^FF;6
耐力	l^II OMj^MF;6 l^MI iM^MM;6 k^FF
耐烦	l^II OMj^MF;6 f^MI aM^MM;4 n^FF
耕耘	g^II aM^MM;1 N^MF w^MI M6^MM;4 n^FF
耳	j^II iM^FF;5
耳朵	j^II iM^MF;5 d^MI OM^FF;2
耳环	j^II iM^MF;5 w^MI aM^MM;2 n^FF
耶	j^II EM^FF;4
耶路	j^II EM^MF;4 l^MI ow^FF;6
耶路撒冷	j^II EM^MF;4 l^MI ow^MF;6 s^MI aM^MM;3 t^MF l^MI aM^MM;5 N^FF
聂	l^II iM^MM;6 p^FF
职	dz^II iM^MM;1 k^FF
职业	dz^II iM^MM;1 k^MF j^MI iM^MM;6 p^FF
职业妇女	dz^II iM^MM;1 k^MF j^MI iM^MM;6 p^MF f^MI uM^MF;5 n^MI M9y^FF;5
职业性	dz^II iM^MM;1 k^MF j^MI iM^MM;6 p^MF s^MI iM^MM;3 N^FF
职位	dz^II iM^MM;1 k^MF w^MI M6j^FF;6
职协	dz^II iM^MM;1 k^MF h^MI iM^MM;3 p^FF
职员	dz^II iM^MM;1 k^MF j^MI yM^MM;4 n^FF
职工	dz^II iM^MM;1 k^MF g^MI uM^MM;1 N^FF
职校	dz^II iM^MM;1 k^MF h^MI aMw^FF;6
职责	dz^II iM^MM;1 k^MF dz^MI aM^MM;3 k^FF
联	l^II yM^MM;4 n^FF
联东	l^II yM^MM;4 n^MF d^MI uM^MM;1 N^FF
联交所	l^II yM^MM;4 n^MF g^MI aMw^MF;1 s^MI OM^FF;2
联会	l^II yM^MM;4 n^MF w^MI uMj^FF;2
联合	l^II yM^MM;4 n^MF h^MI M6^MM;6 p^FF
联合国	l^II yM^MM;4 n^MF h^MI M6^MM;6 p^MF gw^MI OM^MM;3 k^FF
联合声明	l^II yM^MM;4 n^MF h^MI M6^MM;6 p^MF s^MI iM^MM;1 N^MF m^MI iM^MM;4 N^FF
联想	l^II yM^MM;4 n^MF s^MI M9M^MM;2 N^FF
联想起	l^II yM^MM;4 n^MF s^MI M9M^MM;2 N^MF h^MI ej^FF;2
联招	l^II yM^MM;4 n^MF dz^MI iw^FF;1
联欢	l^II yM^MM;4 n^MF f^MI uM^MM;1 n^FF
联欢会	l^II yM^MM;4 n^MF f^MI uM^MM;1 n^MF w^MI uMj^FF;2
联盟	l^II yM^MM;4 n^MF m^MI M6^MM;4 N^FF
联系	l^II yM^MM;4 n^MF h^MI M6j^FF;6
联络	l^II yM^MM;4 n^MF l^MI OM^MM;3 k^FF
联络小组	l^II yM^MM;4 n^MF l^MI OM^MM;3 k^MF s^MI iw^MF;2 dz^MI ow^FF;2
联络点	l^II yM^MM;4 n^MF l^MI OM^MM;3 k^MF d^MI iM^MM;2 m^FF
联网	l^II yM^MM;4 n^MF m^MI OM^MM;5 N^FF
联网络	l^II yM^MM;4 n^MF m^MI OM^MM;5 N^MF l^MI OM^MM;3 k^FF
联署	l^II yM^MM;4 n^MF ts^MI yM^FF;5
联调	l^II yM^MM;4 n^MF d^MI iw^FF;6
联赛	l^II yM^MM;4 n^MF ts^MI OMj^FF;3
联邦	l^II yM^MM;4 n^MF b^MI OM^MM;1 N^FF
联邦制	l^II yM^MM;4 n^MF b^MI OM^MM;1 N^MF dz^MI M6j^FF;3
联邦调查	l^II yM^MM;4 n^MF b^MI OM^MM;1 N^MF d^MI iw^MF;6 ts^MI aM^FF;4
联邦调查局	l^II yM^MM;4 n^MF b^MI OM^MM;1 N^MF d^MI iw^MF;6 ts^MI aM^MF;4 g^MI uM^MM;2 k^FF
聘用	p^II iM^MM;3 N^MF j^MI uM^MM;6 N^FF
聘请	p^II iM^MM;3 N^MF ts^MI iM^MM;2 N^FF
聚	dz^II M9y^FF;6
聚宝	dz^II M9y^MF;6 b^MI ow^FF;2
聚集	dz^II M9y^MF;6 dz^MI aM^MM;6 p^FF
肉	j^II uM^MM;6 k^FF
肉类	j^II uM^MM;6 k^MF l^MI M9y^FF;6
肉红	j^II uM^MM;6 k^MF h^MI uM^MM;4 N^FF
肉贩	j^II uM^MM;6 k^MF f^MI aM^MM;2 n^FF
肉酱	j^II uM^MM;6 k^MF dz^MI M9M^MM;3 N^FF
肉食	j^II uM^MM;6 k^MF s^MI iM^MM;6 k^FF
肉鸡	j^II uM^MM;6 k^MF g^MI M6j^FF;1
肋骨	n^II aM^MM;6 k^MF gw^MI M6^MM;1 t^FF
肌肉	g^II ej^MF;1 j^MI uM^MM;6 k^FF
肚	t^II ow^FF;5
肝癌	g^II OM^MM;1 n^MF N^MI aM^MM;4 m^FF
肝脏	g^II OM^MM;1 n^MF dz^MI OM^MM;6 N^FF
肠胃	ts^II M9M^MM;4 N^MF w^MI M6j^FF;6
肠道	ts^II M9M^MM;2 N^MF d^MI ow^FF;6
股	g^II uM^FF;2
股东	g^II uM^MF;2 d^MI uM^MM;1 N^FF
股价	g^II uM^MF;2 g^MI aM^FF;3
股份	g^II uM^MF;2 f^MI M6^MM;2 n^FF
股市	g^II uM^MF;2 s^MI iM^FF;5
股息	g^II uM^MF;2 s^MI iM^MM;1 k^FF
股本	g^II uM^MF;2 b^MI uM^MM;2 n^FF
股权	g^II uM^MF;2 k^MI yM^MM;4 n^FF
股票	g^II uM^MF;2 p^MI iw^FF;3
肤浅	f^II uM^MF;1 ts^MI iM^MM;2 n^FF
肥	f^II ej^FF;4
肥牛	f^II ej^MF;4 M6w^FI;4
肥腻	f^II ej^MF;4 l^MI ej^FF;6
肩	g^II iM^MM;1 n^FF
肩上	g^II iM^MM;1 n^MF s^MI M9M^MM;6 N^FF
肯	h^II M6^MM;2 N^FF
肯定	h^II M6^MM;2 N^MF d^MI iM^MM;6 N^FF
肯尼	h^II M6^MM;2 N^MF n^MI ej^FF;4
肯尼亚	h^II M6^MM;2 N^MF n^MI ej^MF;4 N^MI aM^FF;3
肺部	f^II M6j^MF;3 b^MI ow^FF;6
肾	s^II M6^MM;6 n^FF
肾脏	s^II M6^MM;6 n^MF dz^MI OM^MM;6 N^FF
胀	dz^II M9M^MM;3 N^FF
胃出血	w^II M6j^MF;6 ts^MI M9M^MM;1 t^MF h^MI yM^MM;3 t^FF
胆	d^II aM^MM;2 m^FF
胆囊	d^II aM^MM;2 m^MF l^MI OM^MM;4 N^FF
胆汁	d^II aM^MM;2 m^MF dz^MI M6^MM;1 p^FF
背	b^II uMj^FF;3
